global_index,position_in_fov_y_pix,position_in_fov_x_pix,detection_radius,has_matched_histology_cell,fov_center_x,fov_center_y,fov_center_z,batch,antibodies,imaging_date,data_path,slide_replicate
233606,633,1221,20.48,False,-42505.20834,41773.74821,41232.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
233871,1626,983,12.8,False,-41863.84807,47519.89877,41265.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
234972,600,700,20.48,False,-40410.87901,50332.10272,41289.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
236001,614,426,20.48,False,-39157.81308,55403.07608,41325.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
237683,975,659,20.48,False,-38899.94548,30660.96358,41115.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
237718,1736,1240,20.48,False,-38735.35893,27761.80059,41097.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
238111,1503,958,20.48,False,-37793.8078,38951.29672,41190.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
238273,923,1410,20.48,False,-38323.55638,29345.39278,41115.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
238833,474,971,20.48,False,-37517.60956,32192.38035,41124.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
239830,1520,1706,20.48,False,-35799.76622,39807.53628,41187.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
239968,412,603,20.48,False,-36205.90679,32443.00992,41124.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
239984,510,914,20.48,False,-36258.88165,31482.41953,41124.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
240082,1227,1925,20.48,False,-36023.66196,29864.04373,41085.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
241642,1216,1201,20.48,False,-34476.7395,28496.29751,41085.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242041,1835,1010,20.48,False,-33211.67725,39668.40183,41184.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242134,672,643,20.48,False,-33529.52639,33904.85946,41121.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242140,1440,357,20.48,False,-33564.84297,33264.46587,41121.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242543,879,503,20.48,False,-32299.78072,44436.57019,41220.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242735,1623,1616,20.48,False,-32823.86732,29049.73207,41085.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
242985,1035,1057,20.48,False,-31582.12533,45682.57377,41202.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
243482,347,1061,20.48,False,-31235.29395,40204.44459,41160.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
243681,813,1721,20.48,False,-31088.36569,36985.0848,41115.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
244595,833,756,20.48,False,-28746.82036,50026.19449,41217.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
244777,737,694,12.8,False,-29541.44322,35617.33857,41115.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
244959,607,607,20.48,False,-28417.64726,44227.86851,41169.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
245318,1213,1790,20.48,False,-28300.37359,34587.18095,41100.07813,0,CD56,8/7/18,antibodies_CD56/batch_0/slide_replicate_0,0
245573,785,1244,20.48,False,-41458.5371,33357.00127,40837.76953,0,all,8/21/18,antibodies_all/batch_0/slide_replicate_0,0
246161,1396,377,20.48,False,-44841.32984,47388.13541,40778.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
247001,1152,885,20.48,False,-43888.45476,47015.76319,40778.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
247130,343,670,12.8,False,-43282.41107,52121.52015,40787.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
247241,662,1894,20.48,False,-43670.89336,45077.19059,40775.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
247818,768,362,20.48,False,-42935.57968,46643.39097,40778.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
247874,855,1614,20.48,False,-43094.50426,43761.61979,40775.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
248207,449,1733,20.48,False,-42823.96799,42783.63759,40775.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
248585,1033,877,20.48,False,-43012.54716,33480.53863,40748.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
248951,1171,516,20.48,False,-41535.58548,48495.00454,40787.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
249368,800,365,20.48,False,-40606.03067,53583.36969,40796.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
249560,1862,993,20.48,False,-41541.91982,36612.93939,40757.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
249686,593,527,20.48,False,-41965.71868,28928.21623,40727.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
250209,1420,1410,20.48,False,-41371.67129,27932.84223,40718.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
250309,926,596,20.48,False,-40659.67788,34959.77998,40757.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
250784,1599,730,20.48,False,-40706.99076,28218.25541,40727.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
251106,1316,1540,20.48,False,-38717.9388,52518.42846,40796.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
251564,483,1555,20.48,False,-37947.30855,54725.02243,40799.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
253318,564,754,12.8,False,-36694.91497,42132.99647,40775.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
253584,639,1121,20.48,False,-36883.49414,32829.89751,40733.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
254261,933,1754,20.48,False,-35565.45704,44962.59223,40784.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
254275,1785,1453,20.48,False,-35265.26618,50405.9378,40790.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
254641,1802,704,20.48,False,-36248.46821,26693.98293,40700.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
254753,1103,1479,20.48,False,-35095.01765,41725.84064,40775.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
255057,1210,1275,20.48,False,-34877.45625,39787.26804,40766.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
255240,260,1120,20.48,False,-35101.35199,29843.77549,40703.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
255930,1095,1262,20.48,False,-32965.37176,50924.58875,40787.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
256324,870,637,20.48,False,-32959.70978,45143.65458,40766.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
256910,1311,1426,12.8,False,-32042.15127,44130.88877,40766.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
257075,498,735,20.48,False,-32836.77414,29722.03285,40703.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
257119,1547,1042,20.48,False,-32601.55444,28103.65705,40688.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
257941,1108,1648,20.48,False,-31436.77994,31573.64641,40703.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
258292,1338,1386,20.48,False,-30595.51655,35061.02758,40718.09766,1,all,9/18/18,antibodies_all/batch_1/slide_replicate_1,1
259184,454,1020,20.48,False,-43413.48707,49216.76747,40856.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
259990,1129,1939,20.48,False,-42454.95001,43063.46108,40829.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
260076,1112,544,12.8,False,-42684.50773,38900.90271,40811.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
260419,1586,1203,20.48,False,-41437.10377,49752.81023,40856.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
260848,632,645,20.48,False,-41819.92408,36927.5465,40802.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
260896,552,817,20.48,False,-41608.02465,40769.90808,40820.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
261002,1512,763,20.48,False,-40790.08153,49718.02662,40856.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
261157,841,1955,20.48,False,-41302.17182,40432.31947,40820.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
262132,1706,1580,12.8,False,-40296.32188,41020.53765,40820.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
262170,657,1580,20.48,False,-39443.06218,50609.04979,40856.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
262457,1335,1042,20.48,False,-40449.58448,32357.83229,40787.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
262985,631,1433,20.48,False,-39731.92909,33603.83587,40787.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
263082,928,1021,20.48,False,-39996.80338,28800.8839,40772.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
264262,1268,1184,20.48,False,-37708.23291,40881.4032,40823.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
265067,1760,643,20.48,False,-36808.33269,39548.44059,40814.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
265426,1681,1436,20.48,False,-36555.45471,38250.26159,40814.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
265447,1671,1084,20.48,False,-36467.16328,39851.24558,40814.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
266627,1098,873,20.48,False,-34637.70824,43606.64812,40844.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
266636,899,390,20.48,False,-34655.36653,43286.45133,40835.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
266992,851,1153,20.48,False,-35197.11141,27579.41641,40766.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
267089,323,1508,20.48,False,-34737.99598,35904.53316,40802.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
267108,983,313,20.48,False,-34596.7297,38466.10755,40814.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
267736,860,1917,20.48,False,-33255.37233,45138.06489,40844.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
268757,1089,1858,12.8,False,-32496.7384,41243.52789,40835.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
269448,764,1216,20.48,False,-31455.57189,42472.13967,40835.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
269473,1132,1869,20.48,False,-31579.17989,40230.76208,40826.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
269611,972,1328,20.48,False,-32161.90332,29664.26774,40778.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
269851,1203,371,20.48,False,-30578.99193,46599.91443,40850.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
270067,870,1909,20.48,False,-31532.53937,29309.28733,40778.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
270453,1800,1379,20.48,False,-30408.7434,37919.81727,40814.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
270500,1337,574,20.48,False,-30638.30112,33757.25889,40790.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
270596,1374,1298,20.48,False,-31079.75827,25752.33893,40754.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
270865,877,985,20.48,False,-29443.87202,43648.57602,40844.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
271132,651,1653,20.48,False,-30197.51633,24099.17952,40742.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
271660,1376,250,20.48,False,-28579.28837,41675.21981,40838.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
272507,1548,414,20.48,False,-27597.43105,30061.17605,40778.37109,1,all,8/28/18,antibodies_all/batch_1/slide_replicate_0,0
273051,763,1124,20.48,False,-44794.49,51080.78296,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
273260,1198,465,20.48,False,-45200.63057,43716.2566,40801.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
273491,1146,1865,12.8,False,-45106.67717,39536.30642,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
273534,857,403,12.8,False,-45018.38574,41137.29041,40789.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
273800,1349,868,20.48,False,-44006.20147,53607.57373,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
273956,1871,874,20.48,False,-44253.41747,49124.81856,40819.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
274101,1544,1553,12.8,False,-44482.97519,44962.26018,40801.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
274448,293,1554,20.48,False,-45012.72376,35356.35624,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
274514,1428,568,12.8,False,-44812.82064,33097.58684,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
274709,832,1149,20.48,False,-44053.51435,46866.04917,40807.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
275212,927,1577,20.48,False,-43800.63637,45567.87017,40807.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
275225,551,1504,20.48,False,-43818.29466,45247.67337,40801.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
275354,606,845,20.48,False,-44030.19409,41405.31179,40789.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
275665,1415,1544,20.48,False,-44489.30952,33080.19504,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
276340,1885,1428,20.48,False,-42765.13184,52577.41611,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
276453,594,1057,20.48,False,-42906.39813,50015.84173,40819.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
276865,550,1443,20.48,False,-43542.09642,38488.75699,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
277387,1426,1132,20.48,False,-43253.90187,37830.97159,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
278059,1473,1143,20.48,False,-42594.88332,43897.31895,40801.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
278695,619,1218,20.48,False,-42695.17105,36195.20399,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
279074,1445,1432,20.48,False,-41665.3285,48985.68411,40819.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
279624,937,1331,20.48,False,-42477.60965,34256.63139,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
279696,1363,1607,20.48,False,-42601.21765,32015.2538,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
279822,1566,1294,20.48,False,-42136.44024,34559.43638,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
280143,1546,1014,12.8,False,-40629.82397,55995.23006,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
280162,990,891,20.48,False,-40665.14054,55354.83646,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
280378,345,663,20.48,False,-40982.98969,49591.29409,40819.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
280812,886,1889,20.48,False,-41618.68798,38064.20936,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
281090,395,1464,20.48,False,-42113.11998,29098.69901,40735.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
281146,413,739,12.8,False,-41666.00086,31322.68479,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
281177,1156,1803,20.48,False,-41524.73457,33884.25917,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
282508,1431,1603,20.48,False,-40966.00376,32248.49157,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
283222,1603,1213,20.48,False,-39724.26177,48881.33327,40822.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
283548,1466,311,20.48,False,-40271.66863,38955.23253,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
284340,591,1445,20.48,False,-39241.82608,51745.71265,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
284523,844,466,20.48,False,-38830.02353,53329.30483,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
284865,399,1611,20.48,False,-39624.64639,38920.44891,40780.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
285290,1141,606,20.48,False,-39636.6427,32819.31794,40753.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
285404,1735,1181,20.48,False,-39389.4267,37302.07312,40780.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
285496,567,356,20.48,False,-38965.62784,44986.79627,40813.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
285638,551,1447,20.48,False,-38024.07671,56176.2924,40837.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
285799,1479,1672,20.48,False,-38341.92586,50412.75004,40822.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
287569,1093,1206,12.8,False,-38842.69219,29565.17454,40738.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
288287,627,917,20.48,False,-37454.02195,42978.65645,40807.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
289330,1565,1264,20.48,False,-36277.25113,52549.77678,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
289354,623,1762,20.48,False,-36330.22599,51589.18639,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290021,1486,345,20.48,False,-37242.79487,29158.01871,40726.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290537,1063,698,20.48,False,-35524.27917,54436.17396,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290546,882,1216,20.48,False,-35541.93746,54115.97716,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290583,1454,817,12.8,False,-35612.5706,52835.18997,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290640,1322,1618,20.48,False,-35753.83689,50273.61558,40825.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
290822,798,581,20.48,False,-36107.0026,43869.67962,40807.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
291964,1882,1437,12.8,False,-35389.34722,45115.6832,40816.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
292286,1521,1248,20.48,False,-36078.02036,32628.00807,40753.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
293355,993,1836,20.48,False,-35095.49069,38676.96362,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
293617,766,1017,20.48,False,-35589.92269,29711.45328,40741.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
293920,946,948,20.48,False,-34365.839,46024.09818,40816.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
293969,898,952,20.48,False,-34136.28128,50186.65655,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
294553,1155,1846,20.48,False,-34783.97588,32558.44085,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
295475,523,1330,20.48,False,-33501.25535,44050.74197,40804.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
295481,1758,1600,20.48,False,-33554.2302,43090.15157,40804.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
295584,1628,1154,20.48,False,-33748.47135,39567.98679,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
295758,876,712,20.48,False,-34101.63707,33164.05083,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
296684,1653,1663,20.48,False,-32712.96682,46577.53274,40816.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
297853,1523,1437,20.48,False,-32401.45201,40459.00996,40792.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
298429,1617,501,20.48,False,-32166.23231,38840.63417,40777.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
298478,850,618,12.8,False,-32060.2826,40761.81495,40792.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
298557,1495,626,12.8,False,-31760.09174,46205.16052,40810.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
298667,893,509,20.48,False,-30995.12347,54192.68867,40834.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
299150,1345,1810,20.48,False,-32072.27891,34660.68398,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
299840,1370,1005,20.48,False,-30436.39266,52556.92107,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
299909,1285,1689,20.48,False,-30630.6338,49034.75629,40822.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
299946,1289,1047,20.48,False,-30701.26695,47753.9691,40810.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
301037,1675,876,20.48,False,-30266.14413,43876.8239,40798.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
301468,1095,1767,20.48,False,-31078.42528,29147.77119,40729.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
301547,777,1635,20.48,False,-30578.3313,32332.34736,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
301947,1740,987,20.48,False,-29371.90589,48324.79547,40822.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
302277,218,1416,20.48,False,-30095.89561,35196.72674,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
302438,517,1424,20.48,False,-29966.62563,31657.17015,40750.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
302680,1077,1032,20.48,False,-28565.95907,51171.78304,40828.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
303150,1652,1129,20.48,False,-29484.18994,34521.54953,40765.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
303303,996,512,20.48,False,-28807.5131,40908.09369,40792.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
303430,1763,693,20.48,False,-28454.34738,47312.02965,40810.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
303733,479,1080,12.8,False,-28554.63512,39609.91469,40792.40234,1,CD3,9/15/18,antibodies_CD3/batch_1/slide_replicate_0,0
304249,1463,796,20.48,False,-44970.42927,49123.92321,41045.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
304793,762,423,20.48,False,-44194.13705,45549.58301,41039.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
305042,1333,261,20.48,False,-44594.61564,32404.12248,40973.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
305099,388,467,20.48,False,-44365.05793,36566.68085,41003.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
305277,1558,1085,20.48,False,-43564.77309,45194.6026,41039.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
305583,678,684,20.48,False,-44447.68738,29184.76269,40964.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
306867,616,1215,20.48,False,-42712.18575,37120.11542,41012.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
307016,765,1371,20.48,False,-43118.32632,29755.58906,40964.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
307779,1488,968,20.48,False,-42577.2538,27799.62466,40955.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308238,1505,1317,20.48,False,-41223.90012,40572.71297,41024.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308308,1617,722,20.48,False,-41418.14126,37050.54819,41012.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308569,1450,369,20.48,False,-41695.01186,26146.46525,40940.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308720,1247,1135,20.48,False,-40617.85642,45678.46994,41039.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308773,928,882,20.48,False,-39870.54644,53345.80129,41057.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
308998,1219,1201,20.48,False,-40417.9533,43419.70054,41036.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
309313,1373,1567,20.48,False,-41247.89274,28370.45103,40964.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
309768,366,862,20.48,False,-39717.9562,44345.50733,41042.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
310933,614,1788,20.48,False,-39830.24025,30542.26139,40979.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
311684,802,361,20.48,False,-38706.44429,39152.79133,41027.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
312717,854,1143,20.48,False,-38500.8792,31113.08776,40982.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
312902,1588,1104,20.48,False,-38512.87551,25011.95679,40937.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
